jsonl_line,input_tokens,version,task,original_id
36,128,v1,narrativeqa,787d7fce3ea3a5afc996204942227e91ad057b882c3d3633
37,128,v1,2wikimqa,5c3829f10f9daf565e9b5b52ca19f5c044550e916479da74
38,128,v1,repobench-p,44f02397eccbbf97f8492b36964fecf6eac4bfcc67846c45
39,128,v1,repobench-p,475996febe94b5ed51c0dc010cb9119492df2654f6d8dfcd
40,128,v1,2wikimqa,a49e29926d7019e6cbaf6b0610453eda22fa1ce9043f5829
41,128,v1,trec,8e5060883a3a65416b865d26d3ba447eb93738218403f554
42,128,v1,vcsum,e8c9ed3f06f81f5b9fa57010105d9f19edcda334f459f03a
43,128,v1,lcc,d5aeb3ac7b9ce924600b49b84fc825d3230cb90e4711eb37
44,128,v1,samsum,c80d4bf6971ba2e7a0b3a5affdaa50a01a03faa368077524
45,128,v1,musique,102eaee0943270c43f63b7d45a0088f6a8515e51a126d925
46,128,v1,multifieldqa_en,25ebcea4435f88495b4175446d1d7d6dacb1034a8f861ca5
47,128,v1,triviaqa,d6199c03885b4a6fc468183e8ff104a91406c92f1e9750a6
48,128,v1,lcc,e20af03f2ee467f621a8abf4253b8106ed16e82d2aeb0e8c
49,128,v1,hotpotqa,98bf7e9946e86278d6d2b938d751861981c5fe14c356ea68
50,128,v1,gov_report,14fff932d702f49ba8037e3853528f5c24952fea97e12075
51,128,v1,trec,f5cdfc2171a67449110d1bd5696cfee5a1e526e6943429e1
52,128,v1,passage_retrieval_zh,6988d69ae85e5e435ab333fb181e8e4f6ebf862c1378da47
53,128,v1,samsum,40a8c9c1461f40df091db167cc8676cb2557e58c3dba785b
54,128,v1,passage_count,d28282eded860607e75bed90ce7af09e05042b3142190e9c
55,128,v1,hotpotqa,ab016faac478c4acc6e9ed3ed87f9e29dbed47fd946be244
56,128,v1,passage_count,ea84eab51b2c88087624e6b5efc049b978c9244b5c56190b
57,128,v1,2wikimqa,bc40752faddd32264f8402321411881736ab5a4733eee758
58,128,v1,passage_retrieval_zh,86bb420753be181ef25b7d1b77dcac338fe3d86ddf26dd4e
59,128,v1,qasper,0ce1ee7ab0f1557704a9d7f937e6f5182c665687a3e2b0d9
60,128,v1,gov_report,455ea6169f0dff9cff822c093b20ce36787c309b129adbf6
61,128,v1,musique,0b0b3547496ed078cb19ec901a35f071b7b3cf138fdf2e60
62,128,v1,dureader,9055e0ca94e419223f87d93a082270e96c7cc6c86c21c149
63,128,v1,multifieldqa_en,45e06726b160cfb851e2179017f90e37f4f4dec62f346e33
64,128,v1,repobench-p,0481ebde0626513f15fe78eac3c77eff0159050caff91c9c
65,1024,v1,2wikimqa,62616c28af945825f87a95c47c1783dc284b06ec2d447402
66,1024,v1,2wikimqa,a14e739445167b1be10d3a125f958a244c4b378261598a57
67,1024,v1,lcc,c69d4ae0425c1d742d8cad38e1238ffbf39d8f97b105df79
68,1024,v1,2wikimqa,7218faa7d718853f8df4329a7242806cf70e63ece56f8cdb
69,1024,v1,2wikimqa,34896de8d6a2c70e09b6dc3d113475a58899961d2aa356b3
70,1024,v1,2wikimqa,3816f7d8e90a5497a1c0e415bf25218037c690e8e4d0d016
71,1024,v1,lcc,812a9c309ebcd63dc97a9d9c993e5afbcef9d934b3a428bf
72,1024,v1,2wikimqa,44864cf7bbca78294d1b24c5acfa035f30849d802356aad4
73,1024,v1,2wikimqa,814dddaa4a997380fc80cc1c72d48cb20545411924a0603f
74,1024,v1,2wikimqa,90f7f51f0c27f041e730cf8893f79f3f40fcb0aab1820a4d
75,1024,v1,2wikimqa,9ce10c5072e04cbd0d81d7e721fba8cf8062cc665fd32314
76,1024,v1,multi_news,6387bd7048692c0d8352a7064b552c5406e6a386a2d2cbd2
77,1024,v1,multifieldqa_en,322b4b2b074049aac101086797d655a21671ef5a9f366353
78,1024,v1,multi_news,8a254b08dcd8d491f6110fcc85d9728f2af7ef3db72b8153
79,1024,v1,2wikimqa,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285
80,1024,v1,2wikimqa,63df7238a0005c6bffc122ca97570a95eb1d3711abaee205
81,1024,v1,2wikimqa,b9a9b860c0f0430853d1db2756095da274d522beed2acbeb
82,1024,v1,multi_news,e8f1a46473d0ac4e79d38b9dc21352d31b8e6b104a4794a4
83,1024,v1,lcc,a1513f998bc527a864d8e16254a66a40d622fcb15412fae3
84,1024,v1,2wikimqa,550f734c7ef908fcfe6b1b7e761826340f00abaa5eb305a0
85,1024,v1,2wikimqa,517da14d56782303ccf8ec057b86bf43169b6f2edcd6d0f1
86,1024,v1,multifieldqa_zh,908b7ce39b31bd2330caac483bc48effdc9f815a2ba7960c
87,1024,v1,lcc,ef2256036a1a6e12b496e5e9085b2f653cfd173eb485a40e
88,1024,v1,2wikimqa,8dedfb4f00b873379cb4457d81113516b8db6c4017a1c912
89,1024,v1,lcc,c8bb6c7b2115807916ef0d828a186d6e698ed8a7962bc728
90,1024,v1,2wikimqa,6a60fa19187345478a447b63d8f52a1cb5341e964cda29db
91,1024,v1,2wikimqa,49035ecce6e78a355307dd6a1ddb11a87cab76090d655d2f
92,1024,v1,2wikimqa,78227cb74e7b2401070e50abff8069510f5e5ccec0a2479f
93,1024,v1,2wikimqa,048e82b64b5651b74d452db7151c2110a718128dfd12a774
94,1024,v1,2wikimqa,40de6f6c353c080845a8ea644039e9ba83cd481d3745395b
95,1024,v1,2wikimqa,0cf27c68148c99571860af561ce5f64c4524fde278defc63
96,1024,v1,2wikimqa,aec83da1f2faf6ec8badfd53d632f525c9ef2090d99d1c6c
97,2048,v1,2wikimqa,6275ba9fee197d2fab82671a4497b4764a461c2c7c33ac0b
98,2048,v1,2wikimqa,a7b5c5d84d974a849b0d042c435bbb3fe90ff50fd5d73f79
99,2048,v1,multi_news,f5cb169ccbed4f8d2dd290c668baa88540aa0d870e377a5d
100,2048,v1,2wikimqa,9a0ab728b48d43221f196b43d2816a4dff4142fd0054a4eb
101,2048,v1,2wikimqa,35cbcb102aa5b4f9188011190e0f30456df5673fcddacf49
102,2048,v1,2wikimqa,3924e4ac5039ce3fadda49604bfcb0f5238af81774616e53
103,2048,v1,2wikimqa,b126cad8f81aed3c5cc29c20c25b1adc7d1f33e1c4e264c3
104,2048,v1,2wikimqa,0c8d9e57340d06b13e75f1dd42ddb5f08c1203fb62632353
105,2048,v1,lcc,f6536b39e8505ccb4c694576fea0f11053ae3a52c68fe5c6
106,2048,v1,2wikimqa,44b7f326c7b3c430968c237ee4017425d03eef586d5d6cb7
107,2048,v1,2wikimqa,188123e1b35a7de33fc44a40b55ab9ff0b59d29dc30f9148
108,2048,v1,2wikimqa,81cd47ec621f2228d8bb4ec351ffd6b23d23107e5b287ffb
109,2048,v1,2wikimqa,a3c88e70534d79b432d32c0b53d0d181c957b353f658dc95
110,2048,v1,2wikimqa,c1b46a5458b15fdbfcd264b7e26e42d2cbaafb0e6dc5f48d
111,2048,v1,lcc,b1cefd5f19084d4e4a500f51ff0fd6a59f8c2c70e47b868c
112,2048,v1,multifieldqa_zh,23c6a5601028da5a35e888eb9dbf34d8858f101e8cb0e7d7
113,2048,v1,gov_report,bced7d8c4f573d1008fbdd146e9671ebbcea8251a2432687
114,2048,v1,2wikimqa,72132e87102859b583fb69a8a2a6a8b026be4fec5a1437e0
115,2048,v1,2wikimqa,64d6357ab735a8542112f87893a6e7c89b1b307bdb0e24c7
116,2048,v1,2wikimqa,314e76591d11d30d2bd59b2f12b671e873b786656f19956d
117,2048,v1,2wikimqa,bc596d2ebcd25e79ca9cd689e50746e42e9a6fc579afc683
118,2048,v1,lcc,daa27a5d67ba9d011a6296ae7e7effeac588540b3e61d3e5
119,2048,v1,lcc,8662bf8b41808cda788f6de30f92e265f34051125e765056
120,2048,v1,2wikimqa,55acb15a501d22031778ff4ccb655e787668b617d911daa9
121,2048,v1,2wikimqa,538d0eac8ec082e93d6f273237fafd1f23fb405e35bad84e
122,2048,v1,triviaqa,d9993993a543f83b052c9db2ad6639eb12802f0c081cd753
123,2048,v1,lcc,8eee41f139373f09ef454c2f6997710fa102d97316c455fe
124,2048,v1,2wikimqa,919cc6b1e482c475dc93740aae3549bc6012d644fb29562c
125,2048,v1,multi_news,e614f7f571505896fb9a084fbb7fe96b749f84279cc1d950
126,2048,v1,2wikimqa,37022dee1597491021c2aa7522276a600eb0dd316f12cbb6
127,2048,v1,2wikimqa,6e7c0185fda0b6211274db748205994ee1468cfb30e2023d
128,2048,v1,2wikimqa,4b28d517ce1c1e3cfec9282ca7b212c1cb87c254781d7c86
129,4096,v1,2wikimqa,be97290f663a83ba27007dd262ca2a6072c9156f775a24ad
130,4096,v1,passage_retrieval_zh,83ccfbf81806da4219404f4ee54d5712132b5ac5a46adff3
131,4096,v1,2wikimqa,b3845fcad97309850a76e3720cd829a45d2bb12ee29a9cfb
132,4096,v1,2wikimqa,8848d4bd1425f8bef31b6c279ec378bcbca14f10b702c4ea
133,4096,v1,2wikimqa,3cff7074281c58717aa65021d875cc1e6a6321f71cd77742
134,4096,v1,2wikimqa,43cf26663f3b4cec7a8ea68d56909201a2d1b1ad82512190
135,4096,v1,2wikimqa,c997d53083dff6918a3f066cc76c824e43eb4ea21de33c51
136,4096,v1,2wikimqa,0d02726cbaab0fbd2e84b7537550154e8aa96f81abb2864b
137,4096,v1,2wikimqa,3ee59c959e64a29c8a30263816ad47b76ffab36e5b8859ee
138,4096,v1,2wikimqa,018c9c2d781ea2c9d57a31bd2e0ff30b55e77017a319484a
139,4096,v1,2wikimqa,24591a37ff748fb849a62e6a4f4095f7089d7ced43595d01
140,4096,v1,2wikimqa,53f6acc70a61443a93c25c91ca7dc7f8780046d02e28c94a
141,4096,v1,2wikimqa,1edc61803f35344a5a4b6d273e6eb0f643fefcec0fa0a22a
142,4096,v1,2wikimqa,96500ef697df70106798988a9065594622cdeff67156cd20
143,4096,v1,2wikimqa,acb93469117282f2d0131e19f6210e007d681bc7a78e7b64
144,4096,v1,2wikimqa,bdb42f1c30e16bbcdf6f0ab7c1f76765ddaa5817ee5e674b
145,4096,v1,2wikimqa,ddd046530f4979511397f82fe5391d0a646c0aa18225a98e
146,4096,v1,multifieldqa_zh,d982b054f226d4ed1ccc41c2e42df05e1c62449d1b85e726
147,4096,v1,lcc,1e32291c11bc48e0917860b1de8446dde3fedecd450ef073
148,4096,v1,passage_retrieval_zh,fcd56a17cdfb3eabef5bfff2db164170c409e2c08f1a4b23
149,4096,v1,2wikimqa,860a0ad0039969cc7f01d512df2b0ea283d8f7d0c08886e5
150,4096,v1,2wikimqa,78d3bf98f7b05622b428940d273b8c493f24a4468d1998dd
151,4096,v1,2wikimqa,d0b11838d26195f89d1568431f88a02b4f4d8c9cdf99e04a
152,4096,v1,2wikimqa,56db201f810a3d01b7d14e8e9e6dd94820ecaf2f4a86b2b9
153,4096,v1,passage_retrieval_zh,81f1828a73b3f3f77e21f549f8168cfbc65ca215fdcd52ea
154,4096,v1,repobench-p,1932e992e6770fd3ef9fe44bcc4b7ae549836afbfb522499
155,4096,v1,2wikimqa,60735709da9cbdd65bab0a11d1a0991ec842fe74d1ab583b
156,4096,v1,2wikimqa,58301315eaee3256c8f5ddefb03de59d55a75d3a37aab88a
157,4096,v1,passage_retrieval_zh,e2e853459247e4e3b00a1eb9a3cab815f7a8c1140f0ef51f
158,4096,v1,repobench-p,b473420a0c1487baa33b5e76009c205dcf61734c38f81f96
159,4096,v1,2wikimqa,a7d0cfa55dce1e96490d1e6c0188398864724e96a44e4b79
160,4096,v1,repobench-p,5a1cd65d938065e1941e6bcc0bf618deaef1b691555646a8
161,8192,v1,dureader,32bb7400b84219b6452c88587f3d03b7ca9146ee351825a5
162,8192,v1,dureader,94abac749c61b4bb66d605e783bb6739e22df956276976f2
163,8192,v1,repobench-p,1c7495a4f8c9d6968d0e474e023ce420f9102eadc172d24d
164,8192,v1,dureader,886a425e5843986a76481b2d6a2cf0be5cd51ab4a2c938eb
165,8192,v1,dureader,537890356009fa4f4850a14fa5a46b791461f87c89eee270
166,8192,v1,2wikimqa,eb1478ef3d4926564e153e99fd139c87e59cfaee49caac88
167,8192,v1,2wikimqa,f77d9c5f3892f245b951dfd32e935473f63a4c6b565e31a9
168,8192,v1,dureader,a05f18e20a5cc888e92709e137ad361447b192780b7d4d12
169,8192,v1,2wikimqa,35ffcf04ff64965decfcd3d34ff37b35da2a92f0b64346cd
170,8192,v1,2wikimqa,ec4ba162decfc8dd03ccbca7832f3cecf985a5542e70dec1
171,8192,v1,triviaqa,b898d69b9c5c53fc0369415bb86bea74d5bf76bb208395f8
172,8192,v1,2wikimqa,76a7a3db55c966560ad3e8d34037602d4d12714980898b78
173,8192,v1,dureader,0e23c7165ff3bdb9596ece3b1743d279ebf96f4e8037c127
174,8192,v1,2wikimqa,70923ff731dcad518ecdcdc8b53e165e8515a96ecf8f23c7
175,8192,v1,dureader,684bba4366023073e981b421ad69b092611399428ac4c02a
176,8192,v1,dureader,83db5430704ce725a83866d646df736f93c9c266ba6b1e69
177,8192,v1,dureader,91b4e9d1a4d0afdc7c5503c767797fd950169b9b38851c88
178,8192,v1,dureader,b45da8c3c5ae623f3fe9d595fce5b0da199c21f62b40ff82
179,8192,v1,lsht,e92cb051d6406419a3dce4b838055fec8da78f45947ee75c
180,8192,v1,passage_count,02f3c52b9c97e1d847f84add191c5d17f8412d5a7f45dcf1
181,8192,v1,2wikimqa,98ead8987446388d37301c03d7d9f24e2f511a9e0c10bcdf
182,8192,v1,dureader,4eb705d60132d8bcefbc3ff5a729008d7809d1caf0474c0d
183,8192,v1,dureader,38efc9d04c043dc613d0bad05e569984beb3ecdd29a82672
184,8192,v1,2wikimqa,d65eba4a41497416d108c17f366636efb4cbda4c215c8818
185,8192,v1,dureader,aaca9663ac31aee4f90704fe6cd67fdedf8d3710279a720d
186,8192,v1,dureader,10f9fe7d94d5d760bb815ab218d98d0f17c0865470df3127
187,8192,v1,vcsum,2bb1581d59cedc69f89e23f7ac25f86e6e3be8eb31c875d7
188,8192,v1,2wikimqa,4413705182b57f12dc553e0919b50fd3c3b111cb4d82d12f
189,8192,v1,dureader,190a71e64d09d961710da8aa19d384fcf9eceb2f46c037b5
190,8192,v1,dureader,11f6f41bae56eefd2f45ed3c6f58186059a01abf37b9953f
191,8192,v1,repobench-p,1a60a2ee9abcfde312a1167e037b9a65932c0750052c7d63
192,8192,v1,vcsum,779542b02600fc06d392ecd1fe72d15f0ef6a82bdf99eedb
193,10000,v1,passage_count,5659bd2b2d7963989c5d3bb62ed0a09f897b6405dac5345d
194,10000,v1,hotpotqa,02c6e6b95d2a200df20bea7495469c79b1d89ed560890ee3
195,10000,v1,triviaqa,6967e76c5603d5d218c6aa2ca5af0c03cf3b8bcdeeac1c8d
196,10000,v1,passage_count,9ec79876f8a41112d98817f2adddc00e621f8890e7347a4b
197,10000,v1,musique,d1dd79fae1af699056a39a08906166201387b89c3f596266
198,10000,v1,passage_retrieval_en,62f44dae51918c20136d2cfa5469d680f04216926da0ff93
199,10000,v1,triviaqa,9f857e5417b2c20803426cb00a0103bc38d7983b03daeade
200,10000,v1,hotpotqa,38bd41e515abf2a44d29c593748db043ba2276d93938fdad
201,10000,v1,qmsum,9510dd17d2c5a97bbc0407a2bcf8332b7120244a7ff22863
202,10000,v1,passage_retrieval_en,b594a34edd4ae4b8228025fc362691f2d953da10010a543d
203,10000,v1,dureader,a678e14922db3ddba9a3509b10a72efd2ef8ed89f8bb8daa
204,10000,v1,hotpotqa,c16a3dd0b5b97180359715cab5c41d528cf2a99e2744f037
205,10000,v1,gov_report,52c18fcac6f70755770f9bd45f030388a448a9ad0f9b64be
206,10000,v1,passage_count,e5f25e33cbbd05929d602315f6ec100eeb02adfca2867812
207,10000,v1,repobench-p,74dbf83f247baed4f06e0b27ecd40a975b4d0f680e3201d1
208,10000,v1,repobench-p,3d50f0536b5c582aeac9ce0349c529a2a095cac701de46b6
209,16384,v1,lsht,d7c93cd3930e00c4b2dc727a46aa5f3127aa1ab07effab80
210,16384,v1,narrativeqa,379ccfa193f4938199579c116c1faa1fa5a90c370c02c280
211,16384,v1,musique,70a325ff2a0681bc4f6fd064f47bf88b4551447ac97dea96
212,16384,v1,narrativeqa,2647b0dec2c7dcf97dede643e97d1e4235093b77165c692d
213,16384,v1,lsht,fa345fe10f64feb3dd0d493a23efda113cc0d4460b05d25b
214,16384,v1,lsht,2778a8752b0225b030bd69361098eacc995899e872d017a7
215,16384,v1,lsht,40631bf48363037c7f1b3d2eaf55576ad6d7e8da7c7b8b60
216,16384,v1,narrativeqa,414ea192da69d6665e5ad41f59b34c6e1a8b5a59fa0703e5
217,16384,v1,gov_report,5ff322b828f3adf54570798244cb178e360f53f0d6bbaf80
218,16384,v1,lsht,28c4b76d6c6059b3d33efec1f17c88ed671af0c9f2fb8121
219,16384,v1,musique,64bae1eefc192258c2e5d8ecab71b8a02fc5a3d104c0fc21
220,16384,v1,gov_report,ef16ccc98f78a77f8d3a6f3f9b737247600407ee898985a7
221,16384,v1,lsht,64c7dc4fbf273649444141f0040b0105edd06347bd71a840
222,16384,v1,gov_report,cbdd4b937972c65f6d9de2ef403bbacbc169a5155ecef22a
223,16384,v1,narrativeqa,040a455faa539cf124460b1b37165be70269fc8b8a9a0c60
224,16384,v1,narrativeqa,1f4e0b8679c63575a052299e5d266741fe47c6eb672ece9e
225,16384,v1,narrativeqa,341d214a2c377691bf20e5a30b8f7979696bd19141ad9c9f
226,16384,v1,lsht,8c54a3b5862077f2e7159b5dd6b287d0351da0d943e9854d
227,16384,v1,musique,f6ab8327fd10a883614cd3f571224c82f1cb7073de8a1143
228,16384,v1,hotpotqa,0aaabfd136117761896b5931d7b468ff8c61909e00140470
229,16384,v1,lsht,f79fa88805bbe01f7ad51d6474a0bd775fe3ec94f702e32c
230,16384,v1,lsht,e22f34aca8260daf8e07a7865c246ee6246c2067647c61ef
231,16384,v1,lsht,1e4b68b187dd4cd32c1a5bb0e7ae4196552721ecbd34b189
232,16384,v1,lsht,6d5d4b309f34f69a0623c344db9a8c31b99cea3f5062fe7a
233,16384,v1,hotpotqa,cb9214532284b8202912b1b75592832daef0b109593185a0
234,16384,v1,musique,e1be2d43c39ecba4174621ae6f571ae04eac92cfd209b786
235,16384,v1,lsht,8f0da91b530bb70daa7450d80c533d54b9ed4280ccf6fb27
236,16384,v1,lsht,7062b469d478ebe3448e5ada93b6feebcba2720941a529e4
237,16384,v1,musique,6ce26ac59b2882dc391635da186779e5b8ed5a0b0354da10
238,16384,v1,musique,fd437e73a2d708b551e27a13db723a6aa13ca01f70d63cd1
239,16384,v1,musique,3fe817c10d1006cd821b07586f51302a3263884e83211ba8
240,16384,v1,lsht,2ccf625c545df102e50c9b39bca976f1c79af342dda8238c
241,32768,v2,v2,66f40501821e116aacb307e8
242,32768,v2,v2,66f53f2b821e116aacb3335a
243,32768,v2,v2,66ed211f821e116aacb1ee0d
244,32768,v2,v2,66ed3960821e116aacb1f616
245,32768,v2,v2,66f4cd2c821e116aacb316ef
246,32768,v2,v2,66ebd3ba5a08c7b9b35e0446
247,32768,v2,v2,66ed23ce821e116aacb1ee84
248,32768,v2,v2,6719b96abb02136c067d4358
249,32768,v2,v2,66ec2374821e116aacb1b423
250,32768,v2,v2,66ec1aef821e116aacb1aa1a
251,32768,v2,v2,66f379e8821e116aacb2d161
252,32768,v2,v2,66f3dd59821e116aacb2f6ba
253,32768,v2,v2,66f55ddb821e116aacb33761
254,32768,v2,v2,671b3cabbb02136c067d5252
255,32768,v2,v2,66f2a98a821e116aacb2a8bf
256,32768,v2,v2,66ec052a5a08c7b9b35e29c7
257,32768,v2,v2,66f2adaf821e116aacb2aca9
258,32768,v2,v2,66ecfdbd821e116aacb1e3f7
259,32768,v2,v2,66f51ab2821e116aacb325fb
260,32768,v2,v2,66ec0874821e116aacb194a4
261,32768,v2,v2,66fea153bb02136c067ca3e7
262,32768,v2,v2,66efd10f821e116aacb2437c
263,32768,v2,v2,671b2b57bb02136c067d508b
264,32768,v2,v2,67078ecabb02136c067d0b89
265,32768,v2,v2,66ee4287821e116aacb21258
266,32768,v2,v2,66ed24c5821e116aacb1eee6
267,32768,v2,v2,66f2a59d821e116aacb2a553
268,32768,v2,v2,66efa5ea821e116aacb23268
269,32768,v2,v2,66f2cacb821e116aacb2ba50
270,32768,v2,v2,66ed875e821e116aacb2023e
271,32768,v2,v2,66f4ce9e821e116aacb31731
272,32768,v2,v2,66f118e1821e116aacb26b79
273,65536,v2,v2,66f3cb88821e116aacb2eeb9
274,65536,v2,v2,66fa1e4cbb02136c067c5edf
275,65536,v2,v2,66fd4f54bb02136c067c9987
276,65536,v2,v2,66f3fb96821e116aacb3043f
277,65536,v2,v2,66f016e6821e116aacb25497
278,65536,v2,v2,66f1ae08821e116aacb27c9c
279,65536,v2,v2,66fa542bbb02136c067c686d
280,65536,v2,v2,66ebdfb65a08c7b9b35e140a
281,65536,v2,v2,66f11349821e116aacb269e0
282,65536,v2,v2,66ebc3165a08c7b9b35deb38
283,65536,v2,v2,66ec4e43821e116aacb1cb54
284,65536,v2,v2,66ec3fa7821e116aacb1c75d
285,65536,v2,v2,66f4f87b821e116aacb31d62
286,65536,v2,v2,66fb75adbb02136c067c7d73
287,65536,v2,v2,66f19f04821e116aacb27bab
288,65536,v2,v2,66ef1a4d821e116aacb229d5
289,65536,v2,v2,66f3f46f821e116aacb2ff5d
290,65536,v2,v2,66f3d2fc821e116aacb2f269
291,65536,v2,v2,66ef8aa3821e116aacb22db5
292,65536,v2,v2,66fa788abb02136c067c6d75
293,65536,v2,v2,66f2a414821e116aacb2a3af
294,65536,v2,v2,66f3fb15821e116aacb303dc
295,65536,v2,v2,66f8d4b3bb02136c067c45c2
296,65536,v2,v2,66f2b546821e116aacb2b152
297,65536,v2,v2,670fb6a3bb02136c067d2b94
298,65536,v2,v2,6725dabfbb02136c067d8450
299,65536,v2,v2,66f659a8bb02136c067c1d68
300,65536,v2,v2,66efaf70821e116aacb234bd
301,65536,v2,v2,66f167c3821e116aacb274f4
302,65536,v2,v2,66f3e58c821e116aacb2fabc
303,65536,v2,v2,66ebc04a5a08c7b9b35de740
304,65536,v2,v2,66f25a2f821e116aacb28b2f
305,131072,v2,v2,67040983bb02136c067cd996
306,131072,v2,v2,66ebcc335a08c7b9b35df8b6
307,131072,v2,v2,66f38969821e116aacb2d6ec
308,131072,v2,v2,6703f57bbb02136c067cd714
309,131072,v2,v2,6724645dbb02136c067d73ad
310,131072,v2,v2,67095b87bb02136c067d1bad
311,131072,v2,v2,66fa190bbb02136c067c5d32
312,131072,v2,v2,66f52f0f821e116aacb32ddb
313,131072,v2,v2,66fcfb1cbb02136c067c938b
314,131072,v2,v2,67237d8ebb02136c067d6c06
315,131072,v2,v2,670bf1c4bb02136c067d2341
316,131072,v2,v2,6724694fbb02136c067d752b
317,131072,v2,v2,66f40b9c821e116aacb30a99
318,131072,v2,v2,66f3ac0b821e116aacb2e203
319,131072,v2,v2,66f00f1a821e116aacb252cf
320,131072,v2,v2,66f3c081821e116aacb2e9fa
321,131072,v2,v2,66f2d224821e116aacb2bb8a
322,131072,v2,v2,66f3a311821e116aacb2de19
323,131072,v2,v2,66ec17e4821e116aacb1a6a7
324,131072,v2,v2,66f28ede821e116aacb29a27
325,131072,v2,v2,66f947abbb02136c067c4ea6
326,131072,v2,v2,66ec2755821e116aacb1b6f2
327,131072,v2,v2,66fcf8dfbb02136c067c92cc
328,131072,v2,v2,66f2a46d821e116aacb2a41a
329,131072,v2,v2,66f7f382bb02136c067c3a6c
330,131072,v2,v2,6724699dbb02136c067d7564
331,131072,v2,v2,66f519a6821e116aacb32579
332,131072,v2,v2,670cb73fbb02136c067d2502
333,131072,v2,v2,66ebd55f5a08c7b9b35e0698
334,131072,v2,v2,67246413bb02136c067d7374
335,131072,v2,v2,67239fd9bb02136c067d6ff7
336,131072,v2,v2,6707b84cbb02136c067d10a5
337,196608,v2,v2,66f50109821e116aacb31f16
338,196608,v2,v2,66ee981d821e116aacb22005
339,196608,v2,v2,66efc5e3821e116aacb23df1
340,196608,v2,v2,66fa0d88bb02136c067c5a8a
341,196608,v2,v2,66f7f963bb02136c067c3be1
342,196608,v2,v2,66ebd34d5a08c7b9b35e035d
343,196608,v2,v2,66fa2734bb02136c067c627a
344,196608,v2,v2,66f908e3bb02136c067c4992
345,196608,v2,v2,66fa3843bb02136c067c655d
346,196608,v2,v2,66f55828821e116aacb3363e
347,196608,v2,v2,6724631ebb02136c067d7300
348,196608,v2,v2,66ee4c55821e116aacb21596
349,196608,v2,v2,66f57379821e116aacb33b7a
350,196608,v2,v2,66f3f095821e116aacb2fd28
351,196608,v2,v2,66ed5be2821e116aacb1fb57
